02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
05/8/1995-12/8/1995||commentary||4403072||Ernest Mandel||What was remarkable about Ernest Mandel was that he could inspire great respect at both levels - as an exceptionally gifted intellectual, particularly in the domain of economics, and as a revolutionary theorist.||Achin Vanaik
03/6/1995- ||commentary||4402818||Kultikri: West Bengal's Only All-Women Gram Panchayat||West Bengal's first all-women gram panchayat in Kultikri has performed well in spite of the many problems it faces.||Ashim Mukhopadhyay
06/5/1995-13/5/1995||companies||4402708||Capacity Expansion||-------------------------------------||
04/2/1995- ||discussion||4402352||End of Demographic Transition by 2003 AD?||-------------------------------------||P. N. Mari Bhat
11/3/1995- ||special articles||4402475||Televisions, Maharashtrian Social Reform and Literary Imagination: Bombay Doordarshan's "Paulakhuna"||History, 'realist' novels and Doordarshan collude in the claim to representing a particular brand of the real Maharashtrian woman in the tele serial "Paulakhuna". This reality helps and hinders the feminine subject. If the claims of historical change are taken seriously, they could be seen to provide a space for the contestation and struggles of women. At the same time, the constraints of form render the serial incapable of 'seeing' women except through the lens of suffering, sacrifice and struggle within the confines of a family narrative.||Anupama Rao
18/2/1995-25/2/1995||review of industry and management, february 1995||4402409||Indian Software Exports: An Assessment||Until 1991-92 there was virtually no policy support for the software sector. Since then the government has taken a number of positive steps, but hesitantly. The general perception about the software industry however continues to be that it will rapidly attain international stature without any policy support. Addressing the issue, this paper analytically examines the behaviour of software exports from India, and makes some policy prescriptions.||Pronab Sen
01/4/1995- ||perspectives||4402564||Bengali 'Bhadralok' and Educational Development in 19th Century Bengal||Educational development in colonial India generally has been viewed as the work of the British rulers whose hidden agenda was to initiate a process of socialisation. In this paper it is argued that native elites not only participated actively in the process but also played a significant role in influencing colonial policy on education.||Poromesh Acharya
09/9/1995- ||companies||4403181||New Ventures||-------------------------------------||
03/6/1995- ||commentary||4402815||Muddled Thinking on Multilateralism||In an international context of crumbling multilateral arrangements. India needs a multiplicity of policy options and a diversity of prospective markets with which to integrate to optimise its economic performance. Neither of these conditions appears anywhere near being satisfied.||P. S. M.
09/9/1995- ||discussion||4403196||Once More to Feminification of Theory||-------------------------------------||Saraswati Haider
14/1/1995- ||------||4402245||In the Capital Market||-------------------------------------||EPW Research Foundation
08/4/1995- ||------||4402576||Whistling in the Dark||-------------------------------------||
27/5/1995- ||companies||4402778||Decline in Sales||-------------------------------------||
18/2/1995-25/2/1995||------||4402394||Current Statistics||-------------------------------------||EPW Research Foundation
30/12/1995- ||perspectives||4403615||Mathematisation of Human Sciences: Epistemological Sanskritisation?||Sanskritisation is evident in the epistemological realm of the human sciences also. The excessive preoccupation with mathematics in particular, essentially suggests the attempt by the human sciences to climb the epistemological ladder. Use of charts, graphs, prediction methods help in validating the subject's claim to truth. But the increasing tendency of the human sciences to seek legitimacy through such ritualisation process also reflects its paucity to accept other modes of thinking.||Sundar Sarukkai
