22/4/1967- ||special articles||4357840||China: End of Act One?||Recently in some analyses of the latest developments in China's Cultural Revolution an attempt has been made to show that Mao Tse-tung is after all retreating. The so-called "three-way alliance" between the revolutionary rebels, the People's Liberation Army and the Party cadres is, it is suggested, really a face-saving device. A close examination of recent writings in the "Red Flag", the Party's theoretical journal, however indicates, according to the author, that this view is incorrect. The tone and mood of the writings make it clear that Mao Tse-tung is in no mood to compromise. Nor does it seem possible that he would be forced to compromise.||G. P. Deshpande
20/5/1967- ||weekly notes||4357947||Another Arab-Israel Flare-Up||-------------------------------------||
1/8/1967- ||the world||24477851||And Quiet Flows the Yang-Tse?||-------------------------------------||G P Deshpande
2/12/1967- ||the fourth estate||24478479||What a Week!||-------------------------------------||Nireekshak
5/8/1967- ||around bombay markets||24478055||Groundnut Oil Fall Arrested?||-------------------------------------||
11/11/1967- ||markets||24478925||Seasonal Decline Under Way||-------------------------------------||Nishtar
23/9/1967- ||from our correspondents||24478246||Four Weeks of UNCTAD||-------------------------------------||Krishna Ahooja
23/9/1967- ||------||24478239||Nasser Burnishes His Image||-------------------------------------||
5/8/1967- ||business notes||24478058||TELCO's Impressive Growth||-------------------------------------||
30/9/1967- ||markets||41626881||Castor Futures Call for Probe||-------------------------------------||Nishtar
15/7/1967- ||business notes||24478049||Imperial Tobacco||-------------------------------------||
16/12/1967- ||from the chair||24478969||The Scindia Steam Navigation Company Limited||-------------------------------------||Dharamsey M Khatau
18/3/1967- ||money and banking||4357722||Expansion Continues||-------------------------------------||
18/3/1967- ||weekly notes||4357707||Policies Have to Wait||-------------------------------------||
10/6/1967- ||around bombay markets||4358044||Mood of Despondency||-------------------------------------||
13/5/1967- ||commodities||4357939||Oilseeds Turn Bearish||-------------------------------------||
9/12/1967- ||------||24478272||Planning Commission Lets Down NDC||-------------------------------------||
11/3/1967- ||business notes||4357694||The Chartered Bank||-------------------------------------||
29/4/1967- ||special articles||4357872||Caste and Politics||This article examines the widely prevalent view that caste dominates the distribution and use of political power and the ways and means of achieving such power to a degree which vitiates the working of the political system in spite of its rational-legal basis and its parliamentary democratic form. While admitting that caste influences political parties, as well as the Government and administration, it is argued here that politics also influences caste with consequences that undermine caste solidarity and startification.||I. P. Desai
